Prefix,Course Number,Course Title,Section,Class Number,Credit,Days & Times,Bldg & Room,Dates,Instructor
CHEM,345,Organic Chemistry I,02 Lab,06030,0,"TU,TH9.15-11.45",WEB ARR,Jun 07--Jul 30,N Devarie Baez
CPT_S,122,Data Structures C/C++,01,01015,4,"M,W16.15-17.50",WEB ARR,May 10--Jul 30,N Tenney
CPT_S,122,Data Structures C/C++,01 Lab,01016,0,TU16.15-19.35,WEB ARR,May 10--Jul 30,N Tenney
CPT_S,490,Work Study Internship,01,"",V,ARRGT,ARR ARR,May 10--Jul 30,R Lewis
CPT_S,499,Special Problems,01,"",V,ARRGT,ARR ARR,May 10--Jul 30,(multiple)
CPT_S,600,Special Projects or Independent Study,01,01007,V,ARRGT,ARR ARR,May 10--Jul 30,(multiple)
CPT_S,700,"Master's Research, Thesis, and/or Examination",01,01008,V,ARRGT,ARR ARR,May 10--Jul 30,(multiple)
CPT_S,702,"Master's Special Problems, Directed Study, and/or Examination",01,01009,V,ARRGT,ARR ARR,May 10--Jul 30,(multiple)
CPT_S,800,"Doctoral Research, Dissertation, and/or Examination",01,01010,V,ARRGT,ARR ARR,May 10--Jul 30,(multiple)
CROP_SCI,495,Research Experience,01,"",V,ARRGT,ARR ARR,May 10--Jul 30,A Dhingra
DTC,201,[ARTS] Tools and Methods for Digital Technology,01,04301,3,"M,TU,W,TH12.45-14.20",WEB ARR,Jun 21--Jul 30,P Mudd
DTC,498,Internship,01,"",V,ARRGT,ARR ARR,May 10--Jul 30,A Plemons
E_E,221,Numerical Computing for Engineers,01,04240,2,"M,W12.20-14.35",WEB ARR,Jun 21--Jul 30,D Lowry
E_E,261,Electrical Circuits I,01,04131,3,"TU,TH11-14.20",WEB ARR,Jun 21--Jul 30,D Lowry
E_E,262,Electrical Circuits Laboratory I,01,04132,1,"TU,TH14.30-17.50",WEB ARR,Jun 21--Jul 30,S Hudson
E_E,495,Internship in Electrical Industry,01,"",V,ARRGT,ARR ARR,May 10--Jul 30,(multiple)
E_E,600,Special Projects or Independent Study,01,01012,V,ARRGT,ARR ARR,May 10--Jul 30,(multiple)
E_E,700,"Master's Research, Thesis, and/or Examination",01,01013,V,ARRGT,ARR ARR,May 10--Jul 30,(multiple)
E_E,702,"Master's Special Problems, Directed Study, and/or Examination",01,01014,V,ARRGT,ARR ARR,May 10--Jul 30,(multiple)
ED_AD,580,School Organization and Administration,01,04550,3,TU17.45-20.30,WEB ARR,May 10--Jun 18,J Walls
ED_AD,582,Policy Formation and Analysis in Education,01,"",3,TH17.45-20.30,WEB ARR,May 10--Jul 30,S Calderone
ED_AD,585,Financial Management in Education,02,08508,3,"M,W17.10-20.30",WEB ARR,Jun 21--Jul 30,K Cloninger
ED_AD,588,The Law and Education,01,04284,3,"M,W17.10-20.30",WEB ARR,May 10--Jun 18,G Pettett
ED_AD,800,"Doctoral Research, Dissertation, and/or Examination",01,01073,V,ARRGT,ARR ARR,May 10--Jul 30,S Calderone
ED_MTHSC,800,"Doctoral Research, Dissertation, and/or Examination",01,01366,V,ARRGT,ARR ARR,May 10--Jul 30,(multiple)
ED_PSYCH,401,"Classroom Assessment, Elementary",01,04150,V,"M,W14.30-17.50",WEB ARR,Jun 21--Jul 30,Y Ardasheva
ED_PSYCH,505,Research Methods I,01,08503,3,"M,TU,W,TH,F12.30-13.20",WEB ARR,Jun 21--Jul 30,D Van Orman
ED_PSYCH,508,Educational Statistics,01,01093,3,"M,TU,W,TH,F12.30-13.20",WEB ARR,May 10--Jun 18,R Wong
ENGLISH,101,[WRTG] College Composition,01,04302,3,"M,W9.15-10.50",WEB ARR,May 10--Jul 30,G Escalera
ENGLISH,402,[WRTG] [M] Technical and Professional Writing,01,05965,3,"M,TU,W9.15-10.50",WEB ARR,May 31--Jul 23,V Cozza
ENGLISH,498,Internship,01,"",V,ARRGT,ARR ARR,May 10--Jul 30,V Cozza
FINE_ART,363,Special Topics - Digital Media,01,07863,V,"M,TU,W,TH11-12.35",WEB ARR,Jun 21--Jul 30,P Christenson
HBM,101,Professional and Career Development for the Business World,01,07872,1,"TU,TH7.30-8.20",WEB ARR,May 10--Jun 18,B Marlowe
HISTORY,111,[HUM] American History Since 1877,01,07865,3,"M,TU,W,TH12.45-14.20",WEB ARR,Jun 21--Jul 30,T Hanshew
HISTORY,387,World War II in Asia and the Pacific,01,04405,3,"M,W14.30-17.50",WEB ARR,Jun 21--Jul 30,B Farley
HORT,399,Professional Work Experience,01,"",V,ARRGT,ARR ARR,May 10--Jul 30,A Snider
HORT,495,Research Experience,01,"",V,ARRGT,ARR ARR,May 10--Jul 30,A Dhingra
HORT,499,Special Problems,01,"",V,ARRGT,ARR ARR,May 10--Jul 30,R Sharpe
HUMANITY,410,Love in the Arts,01,07866,3,"M,TU,W,TH9.15-10.50",WEB ARR,May 10--Jun 18,R Mays
INTERDIS,800,"Doctoral Research, Dissertation, and/or Examination",01,01358,V,ARRGT,ARR ARR,May 10--Jul 30,B Clowers
KINES,536,Methods of Health and Physical Education,01,04298,2,"M,W9.30-11.45",WEB ARR,Jun 21--Jul 30,P Sinclair
MATH,171,[QUAN] Calculus I,01,06019,4,"M,W,F9.55-12.10",WEB ARR,May 10--Jun 18,S Selmi
MATH,171,[QUAN] Calculus I,01 Lab,06020,0,"TU,TH11-14.20",WEB ARR,May 10--Jun 18,S Selmi
MATH,172,Calculus II,01,06016,4,"M,W,F9.15-10.50",WEB ARR,May 10--Jul 02,R Learn
MATH,172,Calculus II,01 Lab,06017,0,"TU,TH10.10-12.40",WEB ARR,May 10--Jul 02,R Learn
MATH,251,Fundamentals of Elementary Mathematics I,01,04216,3,"M,W,F17.30-18.55",WEB ARR,May 10--Jun 18,C Tate
MATH,251,Fundamentals of Elementary Mathematics I,01 Lab,04217,0,"M,W,F19.05-20.30",WEB ARR,May 10--Jun 18,C Tate
MATH,252,[QUAN] Fundamentals of Elementary Mathematics II,01,04212,3,"M,W,F17.30-18.55",WEB ARR,Jun 21--Jul 30,C Tate
MATH,252,[QUAN] Fundamentals of Elementary Mathematics II,01 Lab,04215,0,"M,W,F19.05-20.30",WEB ARR,Jun 21--Jul 30,C Tate
MATH,273,Calculus III,01,04283,2,"M,TU11-13.15",WEB ARR,May 10--Jun 18,D Mitchell
MATH,301,Introduction to Mathematical Reasoning,01,08453,3,"M,TU,W,TH,F9-10.15",WEB ARR,May 10--Jun 18,D Reiss
MATH,303,[M] Geometry for the Middle School Teacher,01,04232,3,"TU,TH16.15-19.35",WEB ARR,May 10--Jun 18,C Chappelle
MATH,315,Differential Equations,01,04184,3,"M,W11-14.20",WEB ARR,Jun 21--Jul 30,D Mitchell
MATH,440,Applied Mathematics I: PDEs,01,08476,3,"M,TU,W,TH12-13.15",WEB ARR,Jun 21--Jul 30,S Lapin
MATH,540,Applied Mathematics I: PDEs,01,08477,3,"M,TU,W,TH12-13.15",WEB ARR,Jun 21--Jul 30,S Lapin
ME,116,Engineering Computer-aided Design and Visualization,01,04137,2,"M,W,F14-18.30",WEB ARR,May 10--Jun 18,C Yang
ME,212,Dynamics,01,04230,3,"TU,TH9.15-10.50",WEB ARR,May 10--Jul 30,J Iannelli
ME,216,Integrated CAD Design,01,04138,2,"M,W,F14-18.30",WEB ARR,Jun 21--Jul 30,C Yang
ME,220,Materials Laboratory,02,08568,1,TH10-16.40,WEB ARR,Jun 21--Jul 30,Y Zhang
ME,401,Mechatronics,01,06021,3,"TU,TH11-12.35",WEB ARR,Jun 07--Jul 30,C Mo
ME,401,Mechatronics,01 Lab,06022,0,"TU,TH12.50-15.20",WEB ARR,Jun 07--Jul 30,C Mo
ME,481,Control Systems,01,08592,3,"TU,TH16.15-17.50",WEB ARR,May 10--Jul 30,J Iannelli
ME,495,Internship in Mechanical Industry,01,"",V,ARRGT,ARR ARR,May 10--Jul 30,(multiple)
ME,581,Control Systems,01,08593,3,"TU,TH16.15-17.50",WEB ARR,May 10--Jul 30,J Iannelli
ME,700,"Master's Research, Thesis, and/or Examination",01,01023,V,ARRGT,ARR ARR,May 10--Jul 30,(multiple)
ME,702,"Master's Special Problems, Directed Study, and/or Examination",01,01024,V,ARRGT,ARR ARR,May 10--Jul 30,(multiple)
ME,800,"Doctoral Research, Dissertation, and/or Examination",01,01025,V,ARRGT,ARR ARR,May 10--Jul 30,(multiple)
MED_CLIN,521,Longitudinal Integrated Clerkship I,01,01119,8,ARRGT,ARR ARR,Jun 28--Aug 20,J Bowen
MED_CLIN,530,Virtual - Clinical Cases,01,"",2,ARRGT,ARR ARR,Jun 28--Aug 20,D Dewitt
MED_CLIN,530,Virtual - Clinical Cases,02,"",2,ARRGT,ARR ARR,Jun 28--Aug 20,D Dewitt
MED_CLIN,531,Family Medicine - Subinternship,01,"",4,ARRGT,ARR ARR,Jun 28--Aug 20,J Bowman
MED_CLIN,532,Internal Medicine - Subinternship,01,"",4,ARRGT,ARR ARR,Jun 28--Aug 20,L Sood
MED_CLIN,533,Surgery - Subinternship,01,"",4,ARRGT,ARR ARR,Jun 28--Aug 20,A Kumar
MED_CLIN,534,Pediatrics - Subinternship,01,"",4,ARRGT,ARR ARR,Jun 28--Aug 20,C Anderson
MED_CLIN,535,Psychiatry - Subinternship,01,"",4,ARRGT,ARR ARR,Jun 28--Aug 20,M Layton
MED_CLIN,536,Obstetrics and Gynecology - Subinternship,01,"",4,ARRGT,ARR ARR,Jun 28--Aug 20,H Andersen
MED_CLIN,537,Emergency Medicine - Emergency Medicine,01,"",4,ARRGT,ARR ARR,Jun 28--Aug 20,C Heine
MED_CLIN,538,Core - Rural Medicine,01,"",4,ARRGT,ARR ARR,Jun 28--Aug 20,J Bowman
MED_CLIN,539,Core - Underserved Medicine,01,"",4,ARRGT,ARR ARR,Jun 28--Aug 20,J Bowman
MED_CLIN,540,Virtual - Advanced Multi-Specialty Clinical Cases,01,"",2,ARRGT,ARR ARR,Jun 28--Aug 20,D Dewitt
MED_CLIN,541,Clinical Rotation - Radiology,01,"",V,ARRGT,ARR ARR,Jun 28--Aug 20,J Kaczmark
MED_CLIN,542,Clinical Rotation - Dermatology,01,"",V,ARRGT,ARR ARR,Jun 28--Aug 20,C Heine
MED_CLIN,543,Clinical Rotation - Physical Medicine and Rehabilitation,01,"",V,ARRGT,ARR ARR,Jun 28--Aug 20,C Heine
MED_CLIN,544,Internal Medicine - Nephrology,01,"",V,ARRGT,ARR ARR,Jun 28--Aug 20,L Sood
MED_CLIN,545,Internal Medicine - Critical Care,01,"",4,ARRGT,ARR ARR,Jun 28--Aug 20,L Sood
MED_CLIN,546,Surgery - Vascular Surgery,01,"",V,ARRGT,ARR ARR,Jun 28--Aug 20,A Kumar
MED_CLIN,547,Internal Medicine - Cardiology,01,"",V,ARRGT,ARR ARR,Jun 28--Aug 20,L Sood
MED_CLIN,548,Surgery - Orthopaedic Surgery,01,"",V,ARRGT,ARR ARR,Jun 28--Aug 20,""
MED_CLIN,551,Clinical Rotation - Pathology,01,"",V,ARRGT,ARR ARR,Jun 28--Aug 20,L Sood
MED_CLIN,553,Pediatrics - Subspecialties,01,"",V,ARRGT,ARR ARR,Jun 28--Aug 20,C Anderson
MED_CLIN,553,Pediatrics - Subspecialties,02,"",V,ARRGT,ARR ARR,Jun 28--Aug 20,C Anderson
MED_CLIN,553,Pediatrics - Subspecialties,03,"",V,ARRGT,ARR ARR,Jun 28--Aug 20,C Anderson
MED_CLIN,553,Pediatrics - Subspecialties,04,"",V,ARRGT,ARR ARR,Jun 28--Aug 20,C Anderson
MED_CLIN,553,Pediatrics - Subspecialties,05,"",V,ARRGT,ARR ARR,Jun 28--Aug 20,C Anderson
MED_CLIN,553,Pediatrics - Subspecialties,06,"",V,ARRGT,ARR ARR,Jun 28--Aug 20,C Anderson
MED_CLIN,554,Virtual - Telemedicine: Principles of Practice,01,"",2,ARRGT,ARR ARR,Jun 28--Aug 20,D Dewitt
MED_CLIN,555,Clinical Rotation - Telemedicine,01,"",V,ARRGT,ARR ARR,Jun 28--Aug 20,D Dewitt
MED_CLIN,556,Virtual - Basic Medical Spanish,01,"",2,ARRGT,ARR ARR,Jun 28--Aug 20,F Williams
MED_CLIN,560,Family Medicine - Ambulatory,01,"",V,ARRGT,ARR ARR,Jun 28--Aug 20,J Bowman
MED_CLIN,561,Internal Medicine - Ambulatory,01,"",V,ARRGT,ARR ARR,Jun 28--Aug 20,L Sood
MED_CLIN,562,Obstetrics and Gynecology - Ambulatory,01,"",V,ARRGT,ARR ARR,Jun 28--Aug 20,H Andersen
MED_CLIN,563,Pediatrics - Ambulatory,01,"",V,ARRGT,ARR ARR,Jun 28--Aug 20,C Anderson
MED_CLIN,564,Psychiatry - Subspecialties,01,"",V,ARRGT,ARR ARR,Jun 28--Aug 20,M Layton
MED_CLIN,565,Surgery - Ambulatory,01,"",V,ARRGT,ARR ARR,Jun 28--Aug 20,A Kumar
MED_CLIN,566,Internal Medicine - Inpatient,01,"",V,ARRGT,ARR ARR,Jun 28--Aug 20,L Sood
MED_CLIN,567,Obstetrics and Gynecology - Inpatient,01,"",V,ARRGT,ARR ARR,Jun 28--Aug 20,H Andersen
MED_CLIN,568,Pediatrics - Hospital Medicine,01,"",V,ARRGT,ARR ARR,Jun 28--Aug 20,C Anderson
MED_CLIN,570,Away Rotation - North America,01,"",V,ARRGT,ARR ARR,Jun 28--Aug 20,D Dewitt
MED_CLIN,570,Away Rotation - North America,02,"",V,ARRGT,ARR ARR,Jun 28--Aug 20,D Dewitt
MED_CLIN,570,Away Rotation - North America,03,"",V,ARRGT,ARR ARR,Jun 28--Aug 20,D Dewitt
MED_CLIN,570,Away Rotation - North America,04,"",V,ARRGT,ARR ARR,Jun 28--Aug 20,D Dewitt
MED_CLIN,570,Away Rotation - North America,05,"",V,ARRGT,ARR ARR,Jun 28--Aug 20,D Dewitt
MED_CLIN,570,Away Rotation - North America,06,"",V,ARRGT,ARR ARR,Jun 28--Aug 20,D Dewitt
MED_CLIN,571,Away Rotation - International,01,"",V,ARRGT,ARR ARR,Jun 28--Aug 20,D Dewitt
MED_CLIN,572,Clinical Rotation - Addiction Medicine,01,"",V,ARRGT,ARR ARR,Jun 28--Aug 20,M Layton
MED_CLIN,573,Clinical Rotation - Anesthesiology,01,"",V,ARRGT,ARR ARR,Jun 28--Aug 20,S Siddiqui
MED_CLIN,574,Science - Clinical Bioethics,01,"",V,ARRGT,ARR ARR,Jun 28--Aug 20,C Heine
MED_CLIN,575,Clinical Rotation - Geriatrics,01,"",V,ARRGT,ARR ARR,Jun 28--Aug 20,L Sood
MED_CLIN,576,Internal Medicine - Internal Medicine Subspecialties,01,"",V,ARRGT,ARR ARR,Jun 28--Aug 20,L Sood
MED_CLIN,576,Internal Medicine - Internal Medicine Subspecialties,02,"",V,ARRGT,ARR ARR,Jun 28--Aug 20,L Sood
MED_CLIN,576,Internal Medicine - Internal Medicine Subspecialties,03,"",V,ARRGT,ARR ARR,Jun 28--Aug 20,L Sood
MED_CLIN,576,Internal Medicine - Internal Medicine Subspecialties,04,"",V,ARRGT,ARR ARR,Jun 28--Aug 20,L Sood
MED_CLIN,576,Internal Medicine - Internal Medicine Subspecialties,05,"",V,ARRGT,ARR ARR,Jun 28--Aug 20,L Sood
MED_CLIN,576,Internal Medicine - Internal Medicine Subspecialties,06,"",V,ARRGT,ARR ARR,Jun 28--Aug 20,L Sood
MED_CLIN,577,Surgery - Subspecialties,01,"",V,ARRGT,ARR ARR,Jun 28--Aug 20,A Kumar
MED_CLIN,577,Surgery - Subspecialties,02,"",V,ARRGT,ARR ARR,Jun 28--Aug 20,A Kumar
MED_CLIN,577,Surgery - Subspecialties,03,"",V,ARRGT,ARR ARR,Jun 28--Aug 20,A Kumar
MED_CLIN,577,Surgery - Subspecialties,04,"",V,ARRGT,ARR ARR,Jun 28--Aug 20,A Kumar
MED_CLIN,577,Surgery - Subspecialties,05,"",V,ARRGT,ARR ARR,Jun 28--Aug 20,A Kumar
MED_CLIN,577,Surgery - Subspecialties,06,"",V,ARRGT,ARR ARR,Jun 28--Aug 20,A Kumar
MED_CLIN,578,Surgery - General Surgery,01,"",V,ARRGT,ARR ARR,Jun 28--Aug 20,A Kumar
MED_CLIN,579,Science - Medical Informatics,01,"",V,ARRGT,ARR ARR,Jun 28--Aug 20,D Dewitt
MED_CLIN,580,Clinical Rotation - Neurology,01,"",V,ARRGT,ARR ARR,Jun 28--Aug 20,M Layton
MED_CLIN,581,Obstetrics and Gynecology - Subspecialties,01,"",V,ARRGT,ARR ARR,Jun 28--Aug 20,H Andersen
MED_CLIN,581,Obstetrics and Gynecology - Subspecialties,02,"",V,ARRGT,ARR ARR,Jun 28--Aug 20,H Andersen
MED_CLIN,581,Obstetrics and Gynecology - Subspecialties,03,"",V,ARRGT,ARR ARR,Jun 28--Aug 20,H Andersen
MED_CLIN,581,Obstetrics and Gynecology - Subspecialties,04,"",V,ARRGT,ARR ARR,Jun 28--Aug 20,H Andersen
MED_CLIN,581,Obstetrics and Gynecology - Subspecialties,05,"",V,ARRGT,ARR ARR,Jun 28--Aug 20,H Andersen
MED_CLIN,581,Obstetrics and Gynecology - Subspecialties,06,"",V,ARRGT,ARR ARR,Jun 28--Aug 20,H Andersen
MED_CLIN,584,Clinical Rotation - Ophthalmology,01,"",V,ARRGT,ARR ARR,Jun 28--Aug 20,J Litvack
MED_CLIN,585,Clinical Rotation - Hospice and Palliative Medicine,01,"",V,ARRGT,ARR ARR,Jun 28--Aug 20,J Bowman
MED_CLIN,586,Surgery - Neurological Surgery,01,"",V,ARRGT,ARR ARR,Jun 28--Aug 20,J Litvack
MED_CLIN,587,Clinical Rotation - Public Health,01,"",V,ARRGT,ARR ARR,Jun 28--Aug 20,J Bowman
MED_CLIN,588,Clinical Rotation - Radiation Oncology,01,"",V,ARRGT,ARR ARR,Jun 28--Aug 20,L Sood
MED_CLIN,589,Clinical Rotation - Transition to Residency,01,"",V,ARRGT,ARR ARR,Jun 28--Aug 20,A Kumar
MED_CLIN,590,Science - Medical Education,01,"",V,ARRGT,ARR ARR,Jun 28--Aug 20,D Dewitt
MED_CLIN,591,Surgery - Otolaryngology (Head and Neck Surgery),01,"",V,ARRGT,ARR ARR,Jun 28--Aug 20,J Litvack
MED_CLIN,592,Surgery - Plastic Surgery,01,"",V,ARRGT,ARR ARR,Jun 28--Aug 20,A Kumar
MED_CLIN,594,Surgery - Urology,01,"",V,ARRGT,ARR ARR,Jun 28--Aug 20,J Litvack
MED_CLIN,595,Surgery - Surgery Critical Care,01,"",V,ARRGT,ARR ARR,Jun 28--Aug 20,A Kumar
MED_CLIN,595,Surgery - Surgery Critical Care,02,"",V,ARRGT,ARR ARR,Jun 28--Aug 20,A Kumar
MED_CLIN,596,Surgery - Pediatric Surgical Specialties,01,"",V,ARRGT,ARR ARR,Jun 28--Aug 20,A Kumar
MED_CLIN,596,Surgery - Pediatric Surgical Specialties,02,"",V,ARRGT,ARR ARR,Jun 28--Aug 20,A Kumar
MED_CLIN,597,Virtual - Virtual Clerkship,01,"",V,ARRGT,ARR ARR,Jun 28--Aug 20,D Dewitt
MED_CLIN,598,Science - Research Experience,01,"",V,ARRGT,ARR ARR,Jun 28--Aug 20,D Dewitt
MED_CLIN,599,Special Projects,01,"",V,ARRGT,ARR ARR,Jun 28--Aug 20,D Dewitt
MED_CLIN,599,Special Projects,02,"",V,ARRGT,ARR ARR,Jun 28--Aug 20,D Dewitt
MED_CLIN,599,Special Projects,03,"",V,ARRGT,ARR ARR,Jun 28--Aug 20,D Dewitt
MED_CLIN,599,Special Projects,04,"",V,ARRGT,ARR ARR,Jun 28--Aug 20,D Dewitt
MED_CLIN,599,Special Projects,05,"",V,ARRGT,ARR ARR,Jun 28--Aug 20,D Dewitt
MED_CLIN,599,Special Projects,06,"",V,ARRGT,ARR ARR,Jun 28--Aug 20,D Dewitt
MED_CLIN,602,Internal Medicine - Pulmonology,01,"",V,ARRGT,ARR ARR,Jun 28--Aug 20,L Sood
MED_CLIN,610,Pediatrics - Medical Genetics and Genomics,01,"",V,ARRGT,ARR ARR,Jun 28--Aug 20,C Anderson
MED_CLIN,621,Pediatrics - Emergency Medicine,01,"",V,ARRGT,ARR ARR,Jun 28--Aug 20,C Anderson
MED_CLIN,626,Psychiatry - Ambulatory,01,"",V,ARRGT,ARR ARR,Jun 28--Aug 20,M Layton
MED_CLIN,627,Psychiatry - Inpatient,01,"",V,ARRGT,ARR ARR,Jun 28--Aug 20,M Layton
MED_CLIN,629,Obstetrics and Gynecology - Gynecologic Oncology,01,"",V,ARRGT,ARR ARR,Jun 28--Aug 20,H Andersen
MED_CLIN,631,Obstetrics and Gynecology - Urogynecology,01,"",V,ARRGT,ARR ARR,Jun 28--Aug 20,H Andersen
MED_CLIN,636,Clinical Rotation - Sports Medicine,01,"",V,ARRGT,ARR ARR,Jun 28--Aug 20,J Bowman
MED_CLIN,636,Clinical Rotation - Sports Medicine,02,"",V,ARRGT,ARR ARR,Jun 28--Aug 20,J Bowman
MED_CLIN,638,Surgery - Interdisciplinary Medical-Surgical Pediatric Care,01,"",4,ARRGT,ARR ARR,Jun 28--Aug 20,A Kumar
MGMT,301,Principles of Management and Organization,01,07873,3,"TU,TH11-14.20",WEB ARR,May 10--Jun 18,J Bravo
MIT,501,Learning and Development in School and Community Contexts,01,07427,3,"TU,TH,F17-20.20",WEB ARR,May 10--Jun 18,E Johnson
MIT,502,Assessment for Teaching and Learning,01,07878,3,"M,W14.30-17.50",WEB ARR,Jun 21--Jul 30,J Firestone
MIT,505,Classroom Management Seminar,01,04285,3,"M,W17-20",WEB ARR,May 10--Jun 18,J Mancinelli
MIT,508,Curriculum and Instruction Methods,01,04286,3,"M,W17-20.20",WEB ARR,May 10--Jun 18,S Petersen
MIT,530,Elementary School Social Studies Methods,01,04297,3,"TU,TH17-20.20",WEB ARR,May 10--Jun 18,J Lehmann
MIT,531,Literacy Development I,01,04287,3,"TU,TH14.30-17.50",WEB ARR,Jun 21--Jul 30,S Newcomer
MIT,551,Literacy within the Disciplines,01,07428,3,"M,TU,W,TH12-14.20",WEB ARR,Jul 05--Jul 30,P Provinsal
MIT,702,"Master's Special Problems, Directed Study, and/or Examination",01,01092,V,ARRGT,ARR ARR,May 10--Jul 30,(multiple)
NURS,360,Contemporary Nursing,01,01026,3,ARRGT,ARR ARR,May 10--Jul 30,A Brittain
NURS,360,Contemporary Nursing,02,01027,3,ARRGT,ARR ARR,May 10--Jul 30,A Brittain
NURS,365,Nursing Concepts: Assessment and Application of Physiological Concepts to Nursing Practice I,01,01028,2,ARRGT,ARR ARR,May 10--Jul 30,V Sattler
NURS,365,Nursing Concepts: Assessment and Application of Physiological Concepts to Nursing Practice I,02,01029,2,ARRGT,ARR ARR,May 10--Jul 30,V Sattler
NURS,400,[M] Nursing Research and Evidence-Based Practice,01,01030,3,ARRGT,ARR ARR,May 10--Jul 30,L Eddy
NURS,400,[M] Nursing Research and Evidence-Based Practice,02,01031,3,ARRGT,ARR ARR,May 10--Jul 30,L Eddy
NURS,405,Nursing Leadership,01,01032,2,ARRGT,ARR ARR,May 10--Jul 30,C Van Son
NURS,405,Nursing Leadership,02,01033,2,ARRGT,ARR ARR,May 10--Jul 30,C Van Son
NURS,406,Nursing Management of the Healthcare Environment,01,01034,3,ARRGT,ARR ARR,May 10--Jul 30,C Van Son
NURS,462,Selected Nursing Concepts: Psychiatric/Mental Health,01,01038,2,ARRGT,ARR ARR,May 10--Jul 30,M Neeway
NURS,462,Selected Nursing Concepts: Psychiatric/Mental Health,02,01039,2,ARRGT,ARR ARR,May 10--Jul 30,M Neeway
NURS,465,Application of Population Health Principles,01,01410,3,ARRGT,ARR ARR,May 10--Jul 30,B Sarkinen
NURS,465,Application of Population Health Principles,02,01411,3,ARRGT,ARR ARR,May 10--Jul 30,B Sarkinen
NURS,477,Health Care Ethics,01,01040,V,ARRGT,ARR ARR,May 10--Jul 30,S Girard
